reason,valueA,valueB,normalizedA,normalizedB,proposedSlugA,proposedSlugB,levenshteinDistance,deckCountA,deckCountB,sampleDecksA,sampleDecksB
levenshtein,Empire,Vampire,empire,vampire,empire,vampire,2,1,2,Empire Bloodlines Limited Edition,Vampire the Darknesas | Vampire the Blood
levenshtein,Enigmas,Enuma,enigmas,enuma,enigmas,enuma,3,2,1,Enigmas Original Blue | Enigmas Limited Edition Red,Enuma Elder
levenshtein,Enigmas,Knights,enigmas,knights,enigmas,knights,3,2,4,Enigmas Original Blue | Enigmas Limited Edition Red,Knights | Knights Red | Knights Blue
levenshtein,Enuma,Eva,enuma,eva,enuma,eva,3,1,11,Enuma Elder,Eva Original | Eva Original (signed) | Eva Noire
levenshtein,Enuma,Forma,enuma,forma,enuma,forma,3,1,1,Enuma Elder,Forma Purple
levenshtein,Enuma,NoMad,enuma,nomad,enuma,nomad,3,1,1,Enuma Elder,NoMad
levenshtein,Enuma,Onda,enuma,onda,enuma,onda,3,1,14,Enuma Elder,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Enuma,Pluma,enuma,pluma,enuma,pluma,2,1,1,Enuma Elder,Pluma Blue
levenshtein,Enuma,Sumi,enuma,sumi,enuma,sumi,3,1,7,Enuma Elder,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Eros,Eva,eros,eva,eros,eva,3,1,11,Eros: The Garden of Love Tarot v3,Eva Original | Eva Original (signed) | Eva Noire
levenshtein,Eros,Faro,eros,faro,eros,faro,3,1,1,Eros: The Garden of Love Tarot v3,Faro Vintage Reproduction Prototype
levenshtein,Eros,Fibs,eros,fibs,eros,fibs,3,1,2,Eros: The Garden of Love Tarot v3,Fibs White Sample Edition | Fibs Black Sample Edition
levenshtein,Eros,Goos,eros,goos,eros,goos,2,1,1,Eros: The Garden of Love Tarot v3,2020 Vision (Goos)
levenshtein,Eros,Grid,eros,grid,eros,grid,3,1,1,Eros: The Garden of Love Tarot v3,Grid 2.0
levenshtein,Eros,Hermes,eros,hermes,eros,hermes,3,1,2,Eros: The Garden of Love Tarot v3,Les 4 Mondes | Cassandre for Hermes
levenshtein,Eros,Icons,eros,icons,eros,icons,3,1,1,Eros: The Garden of Love Tarot v3,Icons Anniversary Standard
levenshtein,Eros,Kleos,eros,kleos,eros,kleos,3,1,2,Eros: The Garden of Love Tarot v3,Kleos Eos | Kleos Nyx
levenshtein,Eros,Lego,eros,lego,eros,lego,3,1,3,Eros: The Garden of Love Tarot v3,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical
levenshtein,Eros,Less,eros,less,eros,less,3,1,2,Eros: The Garden of Love Tarot v3,Less Silver | Less Gold
levenshtein,Eros,Moon,eros,moon,eros,moon,3,1,1,Eros: The Garden of Love Tarot v3,Moon
levenshtein,Eros,Muertos,eros,muertos,eros,muertos,3,1,5,Eros: The Garden of Love Tarot v3,Muertos Celebration | Muertos Love | Muertos Mourning Gold
levenshtein,Eros,Neo,eros,neo,eros,neo,3,1,3,Eros: The Garden of Love Tarot v3,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Eros,Rome,eros,rome,eros,rome,3,1,4,Eros: The Garden of Love Tarot v3,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Eros,Sins,eros,sins,eros,sins,3,1,12,Eros: The Garden of Love Tarot v3,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Eros,Texas,eros,texas,eros,texas,3,1,2,Eros: The Garden of Love Tarot v3,Texas Player's Edition | Texas Premium Edition
levenshtein,Eros,Theos,eros,theos,eros,theos,3,1,4,Eros: The Garden of Love Tarot v3,Theos Green | Theos Purple | Theos Limited Green
levenshtein,Eros,Trics,eros,trics,eros,trics,3,1,1,Eros: The Garden of Love Tarot v3,Trics V2 Premium
levenshtein,Eros,VHS,eros,vhs,eros,vhs,3,1,6,Eros: The Garden of Love Tarot v3,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Eros,Zeus,eros,zeus,eros,zeus,3,1,2,Eros: The Garden of Love Tarot v3,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Eva,Gaia,eva,gaia,eva,gaia,3,11,1,Eva Original | Eva Original (signed) | Eva Noire,Gaia
levenshtein,Eva,Hana,eva,hana,eva,hana,3,11,2,Eva Original | Eva Original (signed) | Eva Noire,Hana Gold | Hana Silver
levenshtein,Eva,Lego,eva,lego,eva,lego,3,11,3,Eva Original | Eva Original (signed) | Eva Noire,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical
levenshtein,Eva,Less,eva,less,eva,less,3,11,2,Eva Original | Eva Original (signed) | Eva Noire,Less Silver | Less Gold
levenshtein,Eva,Lux,eva,lux,eva,lux,3,11,2,Eva Original | Eva Original (signed) | Eva Noire,Lux Tarot | Lux Tarot Gilded
levenshtein,Eva,Neo,eva,neo,eva,neo,3,11,3,Eva Original | Eva Original (signed) | Eva Noire,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Eva,NPH,eva,nph,eva,nph,3,11,1,Eva Original | Eva Original (signed) | Eva Noire,NPH
levenshtein,Eva,Onda,eva,onda,eva,onda,3,11,14,Eva Original | Eva Original (signed) | Eva Noire,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Eva,Peak,eva,peak,eva,peak,3,11,1,Eva Original | Eva Original (signed) | Eva Noire,Peak Mountain
levenshtein,Eva,Pi,eva,pi,eva,pi,3,11,3,Eva Original | Eva Original (signed) | Eva Noire,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Eva,Ravn,eva,ravn,eva,ravn,3,11,17,Eva Original | Eva Original (signed) | Eva Noire,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Eva,Saga,eva,saga,eva,saga,3,11,3,Eva Original | Eva Original (signed) | Eva Noire,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Eva,Sheba,eva,sheba,eva,sheba,3,11,1,Eva Original | Eva Original (signed) | Eva Noire,Sheba
levenshtein,Eva,SNL,eva,snl,eva,snl,3,11,1,Eva Original | Eva Original (signed) | Eva Noire,SNL
levenshtein,Eva,Texas,eva,texas,eva,texas,3,11,2,Eva Original | Eva Original (signed) | Eva Noire,Texas Player's Edition | Texas Premium Edition
levenshtein,Eva,VHS,eva,vhs,eva,vhs,3,11,6,Eva Original | Eva Original (signed) | Eva Noire,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Eva,WB,eva,wb,eva,wb,3,11,1,Eva Original | Eva Original (signed) | Eva Noire,WB
levenshtein,Eva,Zeus,eva,zeus,eva,zeus,3,11,2,Eva Original | Eva Original (signed) | Eva Noire,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Falcon,Faro,falcon,faro,falcon,faro,3,1,1,Falcon Black,Faro Vintage Reproduction Prototype
levenshtein,Falcon,Fashion,falcon,fashion,falcon,fashion,3,1,2,Falcon Black,Fashion Pink | Fashion Turquoise
levenshtein,Faro,Fibs,faro,fibs,faro,fibs,3,1,2,Faro Vintage Reproduction Prototype,Fibs White Sample Edition | Fibs Black Sample Edition
levenshtein,Faro,Flora,faro,flora,faro,flora,3,1,1,Faro Vintage Reproduction Prototype,Red Flora
levenshtein,Faro,Forma,faro,forma,faro,forma,3,1,1,Faro Vintage Reproduction Prototype,Forma Purple
levenshtein,Faro,Gaia,faro,gaia,faro,gaia,3,1,1,Faro Vintage Reproduction Prototype,Gaia
levenshtein,Faro,Hana,faro,hana,faro,hana,3,1,2,Faro Vintage Reproduction Prototype,Hana Gold | Hana Silver
levenshtein,Faro,Jaqk,faro,jaqk,faro,jaqk,3,1,1,Faro Vintage Reproduction Prototype,Jaqk Cellars Rose
levenshtein,Faro,Kami,faro,kami,faro,kami,3,1,2,Faro Vintage Reproduction Prototype,Kami Prototype | Kami Heavenly Sakura Prototype
levenshtein,Faro,Lego,faro,lego,faro,lego,3,1,3,Faro Vintage Reproduction Prototype,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical
levenshtein,Faro,Lore,faro,lore,faro,lore,3,1,4,Faro Vintage Reproduction Prototype,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue
levenshtein,Faro,Made,faro,made,faro,made,3,1,2,Faro Vintage Reproduction Prototype,Made Gold | Made Silver
levenshtein,Faro,Maduro,faro,maduro,faro,maduro,3,1,2,Faro Vintage Reproduction Prototype,Maduro Silver | Maduro Gold
levenshtein,Faro,Naruto,faro,naruto,faro,naruto,3,1,1,Faro Vintage Reproduction Prototype,Naruto Shippuden
levenshtein,Faro,Neo,faro,neo,faro,neo,3,1,3,Faro Vintage Reproduction Prototype,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Faro,Ravn,faro,ravn,faro,ravn,3,1,17,Faro Vintage Reproduction Prototype,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Faro,Saga,faro,saga,faro,saga,3,1,3,Faro Vintage Reproduction Prototype,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Faro,Surf,faro,surf,faro,surf,3,1,2,Faro Vintage Reproduction Prototype,Surf | Surf v2 Sunset
levenshtein,Faunae,Hana,faunae,hana,faunae,hana,3,2,2,Faunae Veiled | Faunae Vibrant,Hana Gold | Hana Silver
levenshtein,Faunae,Manas,faunae,manas,faunae,manas,3,2,7,Faunae Veiled | Faunae Vibrant,Manas Judgement | Manas Frost | Manas Fracture
levenshtein,Festum,Regium,festum,regium,festum,regium,3,2,2,Festum Art is Card | Festum Mythos,Regium Antique | Regium Classic
levenshtein,Fiamma,Forma,fiamma,forma,fiamma,forma,3,2,1,Fiamma Rossa | Fiamma Nera,Forma Purple
levenshtein,Fibs,Goos,fibs,goos,fibs,goos,3,2,1,Fibs White Sample Edition | Fibs Black Sample Edition,2020 Vision (Goos)
levenshtein,Fibs,Less,fibs,less,fibs,less,3,2,2,Fibs White Sample Edition | Fibs Black Sample Edition,Less Silver | Less Gold
levenshtein,Fibs,Midas,fibs,midas,fibs,midas,3,2,1,Fibs White Sample Edition | Fibs Black Sample Edition,Midas
levenshtein,Fibs,Mint,fibs,mint,fibs,mint,3,2,2,Fibs White Sample Edition | Fibs Black Sample Edition,Mint v2 Cucumber | Mint v2 Blueberry Mint
levenshtein,Fibs,Pi,fibs,pi,fibs,pi,3,2,3,Fibs White Sample Edition | Fibs Black Sample Edition,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Fibs,Silk,fibs,silk,fibs,silk,3,2,6,Fibs White Sample Edition | Fibs Black Sample Edition,Silk Blue | Silk Red | Royal Silk Test Print
levenshtein,Fibs,Sins,fibs,sins,fibs,sins,2,2,12,Fibs White Sample Edition | Fibs Black Sample Edition,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Fibs,Time,fibs,time,fibs,time,3,2,5,Fibs White Sample Edition | Fibs Black Sample Edition,Time I | Time II | Time III
levenshtein,Fibs,Trics,fibs,trics,fibs,trics,3,2,1,Fibs White Sample Edition | Fibs Black Sample Edition,Trics V2 Premium
levenshtein,Fibs,VHS,fibs,vhs,fibs,vhs,3,2,6,Fibs White Sample Edition | Fibs Black Sample Edition,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Fibs,WB,fibs,wb,fibs,wb,3,2,1,Fibs White Sample Edition | Fibs Black Sample Edition,WB
levenshtein,Fibs,Zeus,fibs,zeus,fibs,zeus,3,2,2,Fibs White Sample Edition | Fibs Black Sample Edition,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Flora,Forma,flora,forma,flora,forma,2,1,1,Red Flora,Forma Purple
levenshtein,Flora,Lore,flora,lore,flora,lore,2,1,4,Red Flora,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue
levenshtein,Flora,Pluma,flora,pluma,flora,pluma,3,1,1,Red Flora,Pluma Blue
levenshtein,Flora,Supra,flora,supra,flora,supra,3,1,1,Red Flora,Supra Oracle
levenshtein,Flora,Umbra,flora,umbra,flora,umbra,3,1,4,Red Flora,Umbra Slate | Umbra Merlot | Umbra Noir
levenshtein,Forged,Forma,forged,forma,forged,forma,3,6,1,Forged Viking Fury Gold Gilded | Forged Midgard's Revenge Cold Foil | Forged Midgard's Revenge Gilded,Forma Purple
levenshtein,Forged,Lore,forged,lore,forged,lore,3,6,4,Forged Viking Fury Gold Gilded | Forged Midgard's Revenge Cold Foil | Forged Midgard's Revenge Gilded,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue
levenshtein,Forged,Order,forged,order,forged,order,3,6,4,Forged Viking Fury Gold Gilded | Forged Midgard's Revenge Cold Foil | Forged Midgard's Revenge Gilded,Order Occultus | Order Electus | Order Revolutio
levenshtein,Forma,Lore,forma,lore,forma,lore,3,1,4,Forma Purple,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue
levenshtein,Forma,NoMad,forma,nomad,forma,nomad,3,1,1,Forma Purple,NoMad
levenshtein,Forma,Onda,forma,onda,forma,onda,3,1,14,Forma Purple,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Forma,Pluma,forma,pluma,forma,pluma,3,1,1,Forma Purple,Pluma Blue
levenshtein,Forma,Rome,forma,rome,forma,rome,3,1,4,Forma Purple,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Forma,Wonka,forma,wonka,forma,wonka,3,1,1,Forma Purple,Wonka
levenshtein,Gaia,Galaxia,gaia,galaxia,gaia,galaxia,3,1,5,Gaia,Galaxia Promessa | Galaxia Altezza | Galaxia Integra
levenshtein,Gaia,Glico,gaia,glico,gaia,glico,3,1,2,Gaia,Glico Almond Chocolate | Glico Giant Ice Cream
levenshtein,Gaia,Goos,gaia,goos,gaia,goos,3,1,1,Gaia,2020 Vision (Goos)
levenshtein,Gaia,Grid,gaia,grid,gaia,grid,2,1,1,Gaia,Grid 2.0
levenshtein,Gaia,Hana,gaia,hana,gaia,hana,2,1,2,Gaia,Hana Gold | Hana Silver
levenshtein,Gaia,Italia,gaia,italia,gaia,italia,3,1,7,Gaia,Italia Lucente | Italia Preziosa | Italia Radiosa
levenshtein,Gaia,Jaqk,gaia,jaqk,gaia,jaqk,3,1,1,Gaia,Jaqk Cellars Rose
levenshtein,Gaia,Kami,gaia,kami,gaia,kami,3,1,2,Gaia,Kami Prototype | Kami Heavenly Sakura Prototype
levenshtein,Gaia,Made,gaia,made,gaia,made,3,1,2,Gaia,Made Gold | Made Silver
levenshtein,Gaia,Manas,gaia,manas,gaia,manas,3,1,7,Gaia,Manas Judgement | Manas Frost | Manas Fracture
levenshtein,Gaia,Omnia,gaia,omnia,gaia,omnia,3,1,8,Gaia,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta
levenshtein,Gaia,Onda,gaia,onda,gaia,onda,3,1,14,Gaia,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Gaia,Pagan,gaia,pagan,gaia,pagan,3,1,11,Gaia,Pagan Blue Gold Gilded | Pagan Otherworlds Gold Gilded | Pagan Dark
levenshtein,Gaia,Pi,gaia,pi,gaia,pi,3,1,3,Gaia,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Gaia,Ravn,gaia,ravn,gaia,ravn,3,1,17,Gaia,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Gaia,Regalia,gaia,regalia,gaia,regalia,3,1,2,Gaia,Regalia | White Regalia
levenshtein,Gaia,Saga,gaia,saga,gaia,saga,2,1,3,Gaia,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Gemini,Gremlins,gemini,gremlins,gemini,gremlins,3,4,1,Gemini Ignis | Gemini Terra | Gemini Noctis,Gremlins Bicycle
levenshtein,Gemini,Mint,gemini,mint,gemini,mint,3,4,2,Gemini Ignis | Gemini Terra | Gemini Noctis,Mint v2 Cucumber | Mint v2 Blueberry Mint
levenshtein,Glico,Grid,glico,grid,glico,grid,3,2,1,Glico Almond Chocolate | Glico Giant Ice Cream,Grid 2.0
levenshtein,Glico,Lego,glico,lego,glico,lego,3,2,3,Glico Almond Chocolate | Glico Giant Ice Cream,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical
levenshtein,Glico,Trics,glico,trics,glico,trics,3,2,1,Glico Almond Chocolate | Glico Giant Ice Cream,Trics V2 Premium
levenshtein,Golden Age,Golden Eagle,goldenage,goldeneagle,golden-age,golden-eagle,2,2,2,Golden Age Black | Golden Age Winter,Golden Eagle No. 7 | Golden Eagle No. 7 Gilded
levenshtein,Golden Age,Golden Rule,goldenage,goldenrule,golden-age,golden-rule,3,2,3,Golden Age Black | Golden Age Winter,Golden Rule Players | Golden Rule Silk Edition | Golden Rule Patreon Test Edition
levenshtein,Golden Eagle,Golden Rule,goldeneagle,goldenrule,golden-eagle,golden-rule,3,2,3,Golden Eagle No. 7 | Golden Eagle No. 7 Gilded,Golden Rule Players | Golden Rule Silk Edition | Golden Rule Patreon Test Edition
levenshtein,Goonies,Goos,goonies,goos,goonies,goos,3,1,1,Goonies Limited Edition,2020 Vision (Goos)
levenshtein,Goonies,Stories,goonies,stories,goonies,stories,3,1,9,Goonies Limited Edition,Stories I Standard Red | Stories II Standard Blue | Stories III Standard Green
levenshtein,Goos,Grid,goos,grid,goos,grid,3,1,1,2020 Vision (Goos),Grid 2.0
levenshtein,Goos,Icons,goos,icons,goos,icons,3,1,1,2020 Vision (Goos),Icons Anniversary Standard
levenshtein,Goos,Kleos,goos,kleos,goos,kleos,3,1,2,2020 Vision (Goos),Kleos Eos | Kleos Nyx
levenshtein,Goos,Less,goos,less,goos,less,3,1,2,2020 Vision (Goos),Less Silver | Less Gold
levenshtein,Goos,Lore,goos,lore,goos,lore,3,1,4,2020 Vision (Goos),Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue
levenshtein,Goos,Moon,goos,moon,goos,moon,2,1,1,2020 Vision (Goos),Moon
levenshtein,Goos,Neo,goos,neo,goos,neo,3,1,3,2020 Vision (Goos),Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Goos,Noel,goos,noel,goos,noel,3,1,1,2020 Vision (Goos),Noel Limited
levenshtein,Goos,Rome,goos,rome,goos,rome,3,1,4,2020 Vision (Goos),Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Goos,Sins,goos,sins,goos,sins,3,1,12,2020 Vision (Goos),Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Goos,Skotos,goos,skotos,goos,skotos,3,1,1,2020 Vision (Goos),Skotos
levenshtein,Goos,Theos,goos,theos,goos,theos,3,1,4,2020 Vision (Goos),Theos Green | Theos Purple | Theos Limited Green
levenshtein,Goos,VHS,goos,vhs,goos,vhs,3,1,6,2020 Vision (Goos),VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Goos,Zeus,goos,zeus,goos,zeus,3,1,2,2020 Vision (Goos),Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Gothica,Mythical,gothica,mythical,gothica,mythical,3,4,1,Gothica II: Dracula Shadow | Gothica II: Dracula Blood | Gothica Immortal,Mythical Old World
levenshtein,Grid,Orbit,grid,orbit,grid,orbit,3,1,2,Grid 2.0,Orbit 5th Edition | Orbit 6th Edition
levenshtein,Grid,Pi,grid,pi,grid,pi,3,1,3,Grid 2.0,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Grid,Trics,grid,trics,grid,trics,3,1,1,Grid 2.0,Trics V2 Premium
levenshtein,Grotesk,Grotesque,grotesk,grotesque,grotesk,grotesque,3,2,1,Grotesk Macabre Animated | Grotesk Macabre Original Edition,Grotesque Original Edition
levenshtein,Grotesque,Moresque,grotesque,moresque,grotesque,moresque,3,1,2,Grotesque Original Edition,Moresque Players | Moresque Patrons Edition
levenshtein,Hana,Hannya,hana,hannya,hana,hannya,2,2,1,Hana Gold | Hana Silver,Hannya v1
levenshtein,Hana,HMNIM,hana,hmnim,hana,hmnim,3,2,2,Hana Gold | Hana Silver,HMNIM Gray | HMNIM Gold
levenshtein,Hana,Jaqk,hana,jaqk,hana,jaqk,3,2,1,Hana Gold | Hana Silver,Jaqk Cellars Rose
levenshtein,Hana,Kami,hana,kami,hana,kami,3,2,2,Hana Gold | Hana Silver,Kami Prototype | Kami Heavenly Sakura Prototype
levenshtein,Hana,Made,hana,made,hana,made,3,2,2,Hana Gold | Hana Silver,Made Gold | Made Silver
levenshtein,Hana,Manas,hana,manas,hana,manas,2,2,7,Hana Gold | Hana Silver,Manas Judgement | Manas Frost | Manas Fracture
levenshtein,Hana,Mint,hana,mint,hana,mint,3,2,2,Hana Gold | Hana Silver,Mint v2 Cucumber | Mint v2 Blueberry Mint
levenshtein,Hana,Omnia,hana,omnia,hana,omnia,3,2,8,Hana Gold | Hana Silver,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta
levenshtein,Hana,Onda,hana,onda,hana,onda,3,2,14,Hana Gold | Hana Silver,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Hana,Pagan,hana,pagan,hana,pagan,3,2,11,Hana Gold | Hana Silver,Pagan Blue Gold Gilded | Pagan Otherworlds Gold Gilded | Pagan Dark
levenshtein,Hana,Ravn,hana,ravn,hana,ravn,3,2,17,Hana Gold | Hana Silver,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Hana,Saga,hana,saga,hana,saga,2,2,3,Hana Gold | Hana Silver,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Hana,Sheba,hana,sheba,hana,sheba,3,2,1,Hana Gold | Hana Silver,Sheba
levenshtein,Hana,Sins,hana,sins,hana,sins,3,2,12,Hana Gold | Hana Silver,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Hana,SNL,hana,snl,hana,snl,3,2,1,Hana Gold | Hana Silver,SNL
levenshtein,Hana,Wonka,hana,wonka,hana,wonka,3,2,1,Hana Gold | Hana Silver,Wonka
levenshtein,Hellcats,Hellions,hellcats,hellions,hellcats,hellions,3,1,2,Hellcats Standard,Hellions | Hellions Red
levenshtein,Hellions,Medallions,hellions,medallions,hellions,medallions,3,2,1,Hellions | Hellions Red,Medallions
levenshtein,Hercules,Hermes,hercules,hermes,hercules,hermes,3,2,2,Hercules Bicycle | Hercules Limited,Les 4 Mondes | Cassandre for Hermes
levenshtein,HMNIM,Omnia,hmnim,omnia,hmnim,omnia,2,2,8,HMNIM Gray | HMNIM Gold,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta
levenshtein,Hudson,Poison,hudson,poison,hudson,poison,3,2,3,Hudson | Hudson Black,Poison Apsis | Poison Bella Donna | Poison King Slayer
levenshtein,Hudson,Union,hudson,union,hudson,union,3,2,1,Hudson | Hudson Black,Union
levenshtein,Icons,Moon,icons,moon,icons,moon,3,1,1,Icons Anniversary Standard,Moon
levenshtein,Icons,Sins,icons,sins,icons,sins,3,1,12,Icons Anniversary Standard,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Icons,Visions,icons,visions,icons,visions,3,1,2,Icons Anniversary Standard,Visions Present Purple Gilded | Visions Prototype
levenshtein,Illuminated,Illuminati,illuminated,illuminati,illuminated,illuminati,2,2,2,Illuminated Tarot Light | Illuminated Tarot Dark,Illuminati The Owl | Illuminati The Knight
levenshtein,Inferno,Inverno,inferno,inverno,inferno,inverno,1,5,4,Inferno Acheronte | Inferno Emerald Blaze | Inverno Violet Vengeance,Inverno Day | Inverno Night | Inverno Day Limited
levenshtein,Innovation,Invasion,innovation,invasion,innovation,invasion,3,3,1,Innovation Black | Innovation White | Innocation Blue,Invasion Blood
levenshtein,Innovation,Invocation,innovation,invocation,innovation,invocation,2,3,4,Innovation Black | Innovation White | Innocation Blue,Invocation Standard | Invocation Limited | Invocation Platinum
levenshtein,Intaglio,Italia,intaglio,italia,intaglio,italia,3,2,7,Intaglio Red | Intaglio Blue,Italia Lucente | Italia Preziosa | Italia Radiosa
levenshtein,Invasion,Invocation,invasion,invocation,invasion,invocation,3,1,4,Invasion Blood,Invocation Standard | Invocation Limited | Invocation Platinum
levenshtein,Italia,Regalia,italia,regalia,italia,regalia,3,7,2,Italia Lucente | Italia Preziosa | Italia Radiosa,Regalia | White Regalia
levenshtein,Italia,Tales,italia,tales,italia,tales,3,7,6,Italia Lucente | Italia Preziosa | Italia Radiosa,Nefarious Tales | Heroic Tales | Arcane Tales
levenshtein,Italia,Teliad,italia,teliad,italia,teliad,3,7,2,Italia Lucente | Italia Preziosa | Italia Radiosa,Teliad Heren | Teliad Alfrin
levenshtein,Italia,Titanic,italia,titanic,italia,titanic,3,7,2,Italia Lucente | Italia Preziosa | Italia Radiosa,Titanic Death Third Class | Titanic Tarot
levenshtein,Italia,Tulip,italia,tulip,italia,tulip,3,7,3,Italia Lucente | Italia Preziosa | Italia Radiosa,Tulip Amsterdam Light | Tulip Holland | Tulip Amsterdam Dark
levenshtein,Jaqk,Kami,jaqk,kami,jaqk,kami,3,1,2,Jaqk Cellars Rose,Kami Prototype | Kami Heavenly Sakura Prototype
levenshtein,Jaqk,Made,jaqk,made,jaqk,made,3,1,2,Jaqk Cellars Rose,Made Gold | Made Silver
levenshtein,Jaqk,Peak,jaqk,peak,jaqk,peak,3,1,1,Jaqk Cellars Rose,Peak Mountain
levenshtein,Jaqk,Ravn,jaqk,ravn,jaqk,ravn,3,1,17,Jaqk Cellars Rose,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Jaqk,Saga,jaqk,saga,jaqk,saga,3,1,3,Jaqk Cellars Rose,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Jaqk,Silk,jaqk,silk,jaqk,silk,3,1,6,Jaqk Cellars Rose,Silk Blue | Silk Red | Royal Silk Test Print
levenshtein,Kami,Kubik,kami,kubik,kami,kubik,3,2,1,Kami Prototype | Kami Heavenly Sakura Prototype,Kubik v2
levenshtein,Kami,Made,kami,made,kami,made,3,2,2,Kami Prototype | Kami Heavenly Sakura Prototype,Made Gold | Made Silver
levenshtein,Kami,Pi,kami,pi,kami,pi,3,2,3,Kami Prototype | Kami Heavenly Sakura Prototype,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Kami,Ravn,kami,ravn,kami,ravn,3,2,17,Kami Prototype | Kami Heavenly Sakura Prototype,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Kami,Rome,kami,rome,kami,rome,3,2,4,Kami Prototype | Kami Heavenly Sakura Prototype,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Kami,Saga,kami,saga,kami,saga,3,2,3,Kami Prototype | Kami Heavenly Sakura Prototype,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Kami,Sumi,kami,sumi,kami,sumi,2,2,7,Kami Prototype | Kami Heavenly Sakura Prototype,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Kami,Time,kami,time,kami,time,3,2,5,Kami Prototype | Kami Heavenly Sakura Prototype,Time I | Time II | Time III
levenshtein,Keeper,Peelers,keeper,peelers,keeper,peelers,3,1,1,Keeper Red,Peelers v2
levenshtein,Kleos,Lego,kleos,lego,kleos,lego,3,2,3,Kleos Eos | Kleos Nyx,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical
